,name,link-href,sources,surfaceRange,address,averageRent,averageBCRent,nameBC,floors,surface,floor_height,elevator,companys,building_surface,address_for_coordinate,latitude,longitude
0,娄山关巴黎春天,https://www.haozu.com/sh_xzl_27835/,11,20 - 200m²,长宁  天山路762号6楼  ,7.6,4.88,天山路,,,,,,,长宁  天山路762号6楼  ,31.217622757,121.408470154
1,翠立商务,https://www.haozu.com/sh_xzl_35443/,16,45 - 245m²,松江  九亭沪亭北路22号  ,2.24,2.24,九亭,,,,,,,松江  九亭沪亭北路22号  ,31.1456832886,121.327125549
2,金领之都,https://www.haozu.com/sh_xzl_1294/,111,8 - 11000m²,浦东  金桥新金桥路1888号  ,3.53,3.46,金桥,11.0,300000m²,3.9,2,中国烟草(贸易/消费/制造/营运)、中国雅芳(贸易/消费/制造/营运)、美国迪堡(会计/金融/银行/保险)、中烟集团(贸易/消费/制造/营运)、通用电气(贸易/消费/制造/营运),300000,浦东  金桥新金桥路1888号  ,31.2653083801,121.629508972
3,嘉定宝龙城市广场,https://www.haozu.com/sh_xzl_29281/,1,107.2m²,嘉定  新城阿克苏路1099号  ,2.6,2.07,新城,,,,,,,嘉定  新城阿克苏路1099号  ,31.3512477875,121.267463684
4,金地威新·嘉定智造工园,https://www.haozu.com/sh_xzl_35285/,81,450 - 3000m²,嘉定  外冈恒永路167号  ,1.1,1.59,外冈,,,,,,,嘉定  外冈恒永路167号  ,31.3498401642,121.191291809
5,中环协信天地,https://www.haozu.com/sh_xzl_17932/,24,168 - 2000m²,闸北  汶水路江场路1228弄  ,4.36,4.33,汶水路,23.0,268127m²,4.2,,,268127,闸北  汶水路江场路1228弄  ,31.3049755096,121.465126038
6,中冶祥腾城市广场,https://www.haozu.com/sh_xzl_17384/,17,45 - 130m²,嘉定  南翔真南路4500号  ,3.23,2.0,南翔,,180000m²,3.5,5,,180000,嘉定  南翔真南路4500号  ,31.3021030426,121.328643799
7,金融街静安中心,https://www.haozu.com/sh_xzl_19902/,14,168.3 - 813.9m²,静安  其他万航渡路800号  ,6.94,8.36,其他,,76632m²,,,,76632,静安  其他万航渡路800号  ,31.2312431335,121.437614441
8,金虹桥国际中心,https://www.haozu.com/sh_xzl_1648/,4,265.2 - 2809.3m²,长宁  仙霞新村娄山关路533号  ,9.63,7.31,仙霞新村,50.0,263380m²,3.8,12,,263380,长宁  仙霞新村娄山关路533号  ,31.2148704529,121.409866333
9,越商宝华中心,https://www.haozu.com/sh_xzl_29534/,39,140 - 336.3m²,静安  静安寺万航渡路395号  ,8.96,9.34,静安寺,,,,,,,静安  静安寺万航渡路395号  ,31.2316913605,121.443275452
10,武夷商务中心,https://www.haozu.com/sh_xzl_5009/,2,30.4 - 32m²,长宁  中山公园武夷路351号  ,4.0,6.92,中山公园,,9366m²,,,,9366,长宁  中山公园武夷路351号  ,31.2199039459,121.430084229
11,新神州商厦,https://www.haozu.com/sh_xzl_35332/,1,300m²,虹口  曲阳路曲阳路666号  ,3.3,3.2,曲阳路,,,,,,,虹口  曲阳路曲阳路666号  ,31.2907848358,121.498466492
12,上海明珠创意产业园,https://www.haozu.com/sh_xzl_2674/,2,137 - 197m²,虹口  大柏树汶水东路141弄2434号  ,4.1,3.68,大柏树,5.0,10000m²,4.8,2,,10000,虹口  大柏树汶水东路141弄2434号  ,31.2990703583,121.491630554
13,御北路395号,https://www.haozu.com/sh_xzl_29980/,1,400m²,浦东  御桥御北路395号  ,3.5,3.53,御桥,,,,,,,浦东  御桥御北路395号  ,31.164232254,121.564476013
14,中环百联,https://www.haozu.com/sh_xzl_23350/,1,1884m²,普陀  长征真光路1288号  ,3.2,5.04,长征,,,,,,,普陀  长征真光路1288号  ,31.2508449554,121.389892578
15,宝虹中心,https://www.haozu.com/sh_xzl_4440/,1,242.9m²,闵行  七宝中春路7755号（中春路地...  ,3.2,16.23,七宝,9.0,21093m²,3.7,3,丞宏光电科技(上海)有限公司、上海科技/上海柏麟信息、上海丰润装饰工程有限公司、上海依珀商贸有限公司、上海顶品建材有限公司,21093,闵行  七宝中春路7755号（中春路地...  ,31.1527824402,121.348129272
16,博银国际大厦,https://www.haozu.com/sh_xzl_2785/,28,104 - 698m²,卢湾  淮海中路淮海中路398号  ,9.56,9.28,淮海中路,27.0,30000m²,3.5,4,企业名称：趋势科技（中国）有限公司，所属行业：计算机/互联网/通信/电子、企业名称：易声通信技术发展有限公司，所属行业：计算机/互联网/通信/电子、企业名称：香港思坦咨询公司上海代表处，所属行业：专业服务/教育/培训、企业名称：香港徕卡仪器有限公司上海代表处，所属行业：政府/非赢利机构/其他,30000,卢湾  淮海中路淮海中路398号  ,31.2283325195,121.478492737
17,新城市中心广场,https://www.haozu.com/sh_xzl_3127/,15,82.1 - 1544m²,普陀  真如铜川路70号  ,4.8,4.38,真如,28.0,21760m²,3,5,,21760,普陀  真如铜川路70号  ,31.2611560822,121.425491333
18,宝华国际广场,https://www.haozu.com/sh_xzl_1082/,13,114 - 510.4m²,闸北  大宁路广中西路555号  ,5.95,4.91,大宁路,23.0,58000m²,3.5,5,,58000,闸北  大宁路广中西路555号  ,31.2858257294,121.449043274
19,海盈金圣商务楼,https://www.haozu.com/sh_xzl_3838/,2,40 - 115m²,长宁  天山路威宁路333号  ,4.5,4.88,天山路,6.0,11000m²,3.4,2,企业名称：上海洪剑智能科技有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海敬润园林建设工程有限公司，所属行业：房地产/建筑、企业名称：上海宝晟科技有限公司，所属行业：贸易/消费/制造/营运、企业名称：江苏浩霆进出口有限公司，所属行业：贸易/消费/制造/营运、企业名称：华泰证券股份有限公司上海威宁，所属行业：会计/金融/银行/保险,11000,长宁  天山路威宁路333号  ,31.2183761597,121.391273499
20,银珠商厦,https://www.haozu.com/sh_xzl_1363/,1,310m²,浦东  竹园商贸区浦东大道2330号  ,2.2,11.33,竹园商贸区,,23000m²,3.5,3,上海银珠商厦有限公司,23000,浦东  竹园商贸区浦东大道2330号  ,31.2602329254,121.561447144
21,万街303,https://www.haozu.com/sh_xzl_21877/,9,75 - 380m²,徐汇  上海南站上中路303号  ,2.96,4.51,上海南站,4.0,8000m²,5.3,,,8000,徐汇  上海南站上中路303号  ,31.1458568573,121.449867249
22,和平国际商务港,https://www.haozu.com/sh_xzl_11802/,21,106 - 154.9m²,浦东  御桥沪南路2651号  ,3.92,3.53,御桥,,79186m²,,,,79186,浦东  御桥沪南路2651号  ,31.1528606415,121.574302673
23,021·联合滨江大厦,https://www.haozu.com/sh_xzl_10304/,7,51 - 420m²,宝山  吴淞淞滨路600号、淞桥东路1...  ,2.66,2.07,吴淞,20.0,23000m²,3.3,4,中国集装箱有限公司,23000,宝山  吴淞淞滨路600号、淞桥东路1...  ,31.3760509491,121.501335144
24,八一办公楼,https://www.haozu.com/sh_xzl_19644/,5,40 - 50m²,虹口  曲阳路曲阳路820弄1～59号  ,3.5,3.2,曲阳路,,82500m²,2.8,,,82500,虹口  曲阳路曲阳路820弄1～59号  ,31.2939395905,121.497657776
25,华辰金融大厦,https://www.haozu.com/sh_xzl_11814/,8,122 - 1006m²,浦东  陆家嘴浦东大道900988号  ,7.5,13.92,陆家嘴,25.0,21000m²,3.8,4,永诚财产保险股份有限公司,21000,浦东  陆家嘴浦东大道900988号  ,31.2445545197,121.509902954
26,新发现才富园,https://www.haozu.com/sh_xzl_10693/,1,614m²,长宁  新华路杨宅路255号  ,5.0,7.18,新华路,,10000m²,4,2,上海荣欣家庭装潢公司,10000,长宁  新华路杨宅路255号  ,31.2091350555,121.42389679
27,海航大厦（上海）,https://www.haozu.com/sh_xzl_5136/,16,122.7 - 2678.5m²,浦东  塘桥浦明路898号  ,11.67,6.81,塘桥,20.0,87943m²,3.5,8,,87943,浦东  塘桥浦明路898号  ,31.2237644196,121.519935608
28,立明大厦,https://www.haozu.com/sh_xzl_25618/,1,630m²,徐汇  漕河泾桂箐路111号  ,4.0,4.78,漕河泾,,,,,,,徐汇  漕河泾桂箐路111号  ,31.1830406189,121.41040802
29,美通科创空间,https://www.haozu.com/sh_xzl_36992/,1,null,徐汇  上海南站石龙路951号  ,,,,,,,,,,徐汇  上海南站石龙路951号  ,31.1548061371,121.437011719
30,申通信息广场,https://www.haozu.com/sh_xzl_2859/,8,127 - 264m²,徐汇  徐家汇淮海西路55号  ,5.75,7.52,徐家汇,28.0,26000m²,3,4,企业名称：新泰新技术，所属行业：计算机/互联网/通信/电子、企业名称：申通网络，所属行业：计算机/互联网/通信/电子,26000,徐汇  徐家汇淮海西路55号  ,31.2078952789,121.44039917
31,漕河泾开发区智汇园南区,https://www.haozu.com/sh_xzl_3128/,22,90 - 460m²,徐汇  漕河泾钦州北路1199号  ,4.01,4.78,漕河泾,6.0,120000m²,3,1,亚信联创科技公司上海分公司,120000,徐汇  漕河泾钦州北路1199号  ,31.1829967499,121.406784058
32,永腾大厦,https://www.haozu.com/sh_xzl_3812/,1,205m²,闵行  金虹桥吴中路1065号  ,2.6,4.84,金虹桥,11.0,22000m²,3.5,2,,22000,闵行  金虹桥吴中路1065号  ,31.1822319031,121.394050598
33,协泰中心,https://www.haozu.com/sh_xzl_2193/,45,5 - 959m²,长宁  虹桥遵义南路88号  ,9.22,7.31,虹桥,29.0,29000m²,3.6,6,企业名称：安永华明会计事务所，所属行业：计算机/互联网/通信/电子、企业名称：安盟投资有限公司上海办事处，所属行业：会计/金融/银行/保险、企业名称：上海太平洋星辉国际货运有限公司，所属行业：物流/运输、企业名称：比利时贝卡尔特亚洲上海代表处，所属行业：贸易/消费/制造/营运、企业名称：美国RP55有限公司上海代表，所属行业：贸易/消费/制造/营运,29000,长宁  虹桥遵义南路88号  ,31.2102832794,121.412651062
34,长治大楼,https://www.haozu.com/sh_xzl_10818/,2,220 - 1100m²,虹口  提篮桥东长治路701号  ,4.35,7.99,提篮桥,6.0,14183m²,,2,,14183,虹口  提篮桥东长治路701号  ,31.2572383881,121.508087158
35,新同心100号,https://www.haozu.com/sh_xzl_41567/,7,68.9 - 313.1m²,虹口  广中路新同心100号  ,3.6,3.68,广中路,,,,,,,虹口  广中路新同心100号  ,31.2860660553,121.474319458
36,铭天下创意工坊,https://www.haozu.com/sh_xzl_5069/,1,350m²,徐汇  田林桂林路408号  ,5.0,4.78,田林,3.0,22800m²,3.5,1,华瑞科技,22800,徐汇  田林桂林路408号  ,31.1824455261,121.421760559
37,上海钢铁材料加工有限公司,https://www.haozu.com/sh_xzl_18426/,26,500m²,宝山  大场真大路450弄8号  ,2.2,2.79,大场,,,,,,,宝山  大场真大路450弄8号  ,31.3007583618,121.408416748
38,静安创展中心,https://www.haozu.com/sh_xzl_29602/,5,96 - 141m²,静安  西康路西康路946号  ,5.2,8.11,西康路,,30883m²,5.5,8,,30883,静安  西康路西康路946号  ,31.2457847595,121.449363708
39,上海国际工业设计中心,https://www.haozu.com/sh_xzl_2460/,7,62 - 1554m²,宝山  淞宝逸仙路3000号长逸路口  ,2.64,2.63,淞宝,5.0,50000m²,3.6,2,盛世宝邸财富广场,50000,宝山  淞宝逸仙路3000号长逸路口  ,31.3458652496,121.504135132
40,星空间·虹桥中心,https://www.haozu.com/sh_xzl_39979/,25,77.4 - 1606m²,长宁  虹桥火车站虹桥路2550号虹桥国际机...  ,5.5,6.16,虹桥火车站,,,,,,,长宁  虹桥火车站虹桥路2550号虹桥国际机...  ,31.1929454803,121.354919434
41,陆家嘴金控广场,https://www.haozu.com/sh_xzl_36844/,29,800 - 1690m²,浦东  竹园商贸区世纪大道17881800号  ,11.8,11.33,竹园商贸区,,,,,,,浦东  竹园商贸区世纪大道17881800号  ,31.2401008606,121.519622803
42,远中产业园4期,https://www.haozu.com/sh_xzl_21341/,43,37 - 239m²,徐汇  漕河泾虹梅路2071号远中产业园4期  ,5.27,4.78,漕河泾,6.0,220000m²,3.4,2,,220000,徐汇  漕河泾虹梅路2071号远中产业园4期  ,31.1788425446,121.398475647
43,上海金融谷,https://www.haozu.com/sh_xzl_2228/,12,200 - 1597.2m²,嘉定  新城城北路1818号  ,1.6,2.07,新城,18.0,8000m²,4.3,5,上海联合金融投资有限公司,8000,嘉定  新城城北路1818号  ,31.4200801849,121.224304199
44,世达商务中心,https://www.haozu.com/sh_xzl_24358/,3,136 - 155.5m²,闵行  龙柏金汇吴中路1780号  ,4.2,6.28,龙柏金汇,,,,,,,闵行  龙柏金汇吴中路1780号  ,31.1764411926,121.37247467
45,景裕创意园区,https://www.haozu.com/sh_xzl_18038/,2,20m²,闸北  共和新路中华新路496号  ,3.8,4.33,共和新路,6.0,11500m²,4,,,11500,闸北  共和新路中华新路496号  ,31.2596530914,121.471572876
46,北虹桥协通科技大厦,https://www.haozu.com/sh_xzl_19161/,14,152 - 1236m²,嘉定  江桥曹安路4671号  ,1.75,9.86,江桥,16.0,23000m²,3.8,,,23000,嘉定  江桥曹安路4671号  ,31.2821750641,121.223976135
47,建滔广场,https://www.haozu.com/sh_xzl_2571/,144,160.9 - 1928.1m²,长宁  北新泾通协路298号  ,4.28,4.63,北新泾,9.0,122260m²,5.5,2,,122260,长宁  北新泾通协路298号  ,31.2339363098,121.360038757
48,保利绿地广场,https://www.haozu.com/sh_xzl_21572/,215,125.8 - 838.8m²,杨浦  长阳路668号  ,7.0,5.44,长阳路,,,,,,,杨浦  长阳路668号  ,31.2670173645,121.523994446
49,北虹桥电子商务智慧产业园,https://www.haozu.com/sh_xzl_11156/,236,24 - 1494.9m²,嘉定  江桥翔江路3333号  ,1.61,9.86,江桥,,62000m²,,,,62000,嘉定  江桥翔江路3333号  ,31.2499370575,121.360069275
50,八号桥二期,https://www.haozu.com/sh_xzl_18482/,5,66.4 - 225m²,卢湾  鲁班路局门路436号  ,7.76,10.1,鲁班路,5.0,8400m²,3.2,2,,8400,卢湾  鲁班路局门路436号  ,31.2090167999,121.488525391
51,东华创意园,https://www.haozu.com/sh_xzl_2438/,5,83 - 997m²,长宁  中山公园杨宅路199号  ,5.94,6.92,中山公园,15.0,2000m²,,6,,2000,长宁  中山公园杨宅路199号  ,31.2097015381,121.424324036
52,德诚大厦,https://www.haozu.com/sh_xzl_4171/,3,105 - 114.1m²,普陀  桃浦宜昌路470号  ,3.07,4.38,桃浦,,25000m²,,,,25000,普陀  桃浦宜昌路470号  ,31.2507286072,121.440063477
53,一天下大厦,https://www.haozu.com/sh_xzl_13582/,5,43 - 350m²,闸北  天目西路恒通路360号  ,4.0,5.92,天目西路,27.0,45000m²,2.8,5,上海瑞勇房地产经纪事务所、上海本良建筑装饰材料有限公司,45000,闸北  天目西路恒通路360号  ,31.2467041016,121.463432312
54,宝石大楼,https://www.haozu.com/sh_xzl_12856/,9,159 - 1000m²,徐汇  漕河泾田林路487号  ,4.31,4.78,漕河泾,25.0,,,,,,徐汇  漕河泾田林路487号  ,31.1708812714,121.400840759
55,久强大厦,https://www.haozu.com/sh_xzl_1210/,18,45.9 - 461m²,长宁  天山路天山路601号  ,4.6,4.88,天山路,14.0,8979m²,4.2,2,,8979,长宁  天山路天山路601号  ,31.218996048,121.400489807
56,圣天地商务大厦,https://www.haozu.com/sh_xzl_5038/,3,57.2 - 72.6m²,静安  江宁路江宁路1165号  ,6.17,8.86,江宁路,25.0,11200m²,5.5,3,运鹏地产、伟岑国际贸易有限公司、格睿自动化系统有限公司、上海好来喜糖业烟酒有限公司,11200,静安  江宁路江宁路1165号  ,31.2500133514,121.449874878
57,锦明大厦,https://www.haozu.com/sh_xzl_4353/,1,60m²,长宁  虹桥遵义南路8号  ,3.6,7.31,虹桥,28.0,26852m²,2.8,3,海引洁净科技有限公司、唯美商务有限公司、亚洲信息咨询有限公司上海代表处、上海禾商企业发展有限公司、上海雅历设计装饰有限公司,26852,长宁  虹桥遵义南路8号  ,31.2096843719,121.41317749
58,英华商务楼,https://www.haozu.com/sh_xzl_19512/,2,30 - 150m²,长宁  程家桥虹桥路996弄71号  ,7.25,7.31,程家桥,,,3.5,1,,,长宁  程家桥虹桥路996弄71号  ,31.1994628906,121.426925659
59,凯润商务楼,https://www.haozu.com/sh_xzl_10889/,4,71.6 - 140m²,虹口  四川北路四川北路1611号  ,4.43,6.6,四川北路,,7100m²,,2,,7100,虹口  四川北路四川北路1611号  ,31.2625656128,121.489006042
60,翠兴海洋产业园,https://www.haozu.com/sh_xzl_37774/,1,960m²,松江  九亭顺庆路650号  ,2.5,2.24,九亭,,,,,,,松江  九亭顺庆路650号  ,31.1349163055,121.334281921
61,桂果园,https://www.haozu.com/sh_xzl_25495/,15,96 - 1500m²,徐汇  漕河泾桂平路427号  ,3.79,4.78,漕河泾,6.0,58800m²,3,2,三立精密电子有限公司，奥豪斯仪器（上海），上海市社会保障卡服务中心，中科磁记录有限公司,58800,徐汇  漕河泾桂平路427号  ,31.1709156036,121.410858154
62,九润商务大厦（徐汇),https://www.haozu.com/sh_xzl_12997/,27,39 - 458m²,徐汇  龙华银都路466弄23号  ,1.79,6.2,龙华,,60000m²,,3,,60000,徐汇  龙华银都路466弄23号  ,31.1135940552,121.451919556
63,东方维京大厦,https://www.haozu.com/sh_xzl_2036/,73,80 - 1039m²,长宁  仙霞新村仙霞路333号  ,7.59,7.31,仙霞新村,30.0,48000m²,4,8,上海智宇市场营销策划有限公司，丰田工机（大连）有限公司，德高亚洲工业部，三星道达尔化工贸易（上海）有限公司，日本金属株式会社上海代表处，星道达尔化工贸易（上海），美国甜吻时装有限公司上海代表，丰田工机（大连）有限公司上海，思亲肤化妆品贸易(上海）,48000,长宁  仙霞新村仙霞路333号  ,31.2119102478,121.405303955
64,紫金瀚宫,https://www.haozu.com/sh_xzl_12439/,4,74m²,浦东  八佰伴浦东南路1341弄2号  ,5.5,7.76,八佰伴,5.0,7716m²,,3,,7716,浦东  八佰伴浦东南路1341弄2号  ,31.2310504913,121.525138855
65,双鸽大厦,https://www.haozu.com/sh_xzl_1366/,5,335 - 541m²,浦东  竹园商贸区浦电路438号  ,6.75,11.33,竹园商贸区,17.0,40356m²,3.5,5,企业名称：浙大期货，所属行业：会计/金融/银行/保险、企业名称：鲁海期货，所属行业：会计/金融/银行/保险、企业名称：恒安电子，所属行业：计算机/互联网/通信/电子、企业名称：阑盛高级成衣定制，所属行业：贸易/消费/制造/营运、企业名称：上海竞博工贸有限公司，所属行业：贸易/消费/制造/营运,40356,浦东  竹园商贸区浦电路438号  ,31.2287120819,121.539955139
66,华金资产大厦,https://www.haozu.com/sh_xzl_17895/,2,115 - 230m²,浦东  张江银冬路125号  ,5.0,4.68,张江,3.0,3850m²,5.4,2,,3850,浦东  张江银冬路125号  ,31.2120780945,121.635002136
67,宝矿洲际大厦,https://www.haozu.com/sh_xzl_19760/,3,263.7 - 1654.3m²,闸北  天目西路裕通路100号  ,8.8,5.92,天目西路,55.0,185000m²,3.1,15,,185000,闸北  天目西路裕通路100号  ,31.2506065369,121.460067749
68,申窑艺术园,https://www.haozu.com/sh_xzl_30672/,53,78 - 513m²,嘉定  江桥华江路347号  ,2.63,9.86,江桥,,,,,,,嘉定  江桥华江路347号  ,31.2561779022,121.342948914
69,美丽园大厦,https://www.haozu.com/sh_xzl_5245/,30,null,静安  南京西路延安西路358号  ,,,,29.0,20300m²,2.6,2,上海申合进出口有限公司、辰日株式会社中国总部铸辰(上海)表面处理技术有限公司,20300,静安  南京西路延安西路358号  ,31.2252082825,121.445663452
70,飞乐大厦,https://www.haozu.com/sh_xzl_13442/,11,44 - 1600m²,闸北  汶水路永和路398号  ,3.81,4.33,汶水路,,,2.7,3,,,闸北  汶水路永和路398号  ,31.2944011688,121.449638367
71,金城福安广场,https://www.haozu.com/sh_xzl_41272/,6,null,长宁  中山公园愚园路1398号  ,,,,,,,,,,长宁  中山公园愚园路1398号  ,31.2254333496,121.428840637
72,创智天地江湾体育场,https://www.haozu.com/sh_xzl_21462/,2,355 - 388m²,杨浦  五角场国和路346号  ,5.85,24.11,五角场,,,,,,,杨浦  五角场国和路346号  ,31.3129653931,121.525650024
73,寅尚工业产业园,https://www.haozu.com/sh_xzl_34567/,133,29 - 3500m²,嘉定  南翔翔江公路518号  ,1.97,2.0,南翔,,,,,,,嘉定  南翔翔江公路518号  ,31.3024768829,121.298713684
74,江南造船大厦,https://www.haozu.com/sh_xzl_5301/,20,64.1 - 291m²,卢湾  鲁班路鲁班路600号  ,4.8,10.1,鲁班路,28.0,40000m²,2.5,8,家得利嘉善店、美商宏鹰国际货运、江南造船（集团）有限责任公司,40000,卢湾  鲁班路鲁班路600号  ,31.2037200928,121.482887268
75,中信五牛城,https://www.haozu.com/sh_xzl_4507/,9,74 - 643m²,浦东  联洋浦东大道10811089号  ,4.4,8.67,联洋,33.0,82000m²,4.5,4,英大泰和财产保有股份有限公司、上海外事服务中心、上海百川驭道会务服务有限公司,82000,浦东  联洋浦东大道10811089号  ,31.2334518433,121.565406799
76,华阳公寓,https://www.haozu.com/sh_xzl_40231/,1,1046m²,长宁  中山公园万航渡路1455号  ,3.5,6.92,中山公园,,,,,,,长宁  中山公园万航渡路1455号  ,31.2312278748,121.42755127
77,静安德必WE″,https://www.haozu.com/sh_xzl_1285/,6,300.7 - 682.7m²,静安  静安寺延平路135号  ,8.3,9.34,静安寺,6.0,10000m²,3.8,,,10000,静安  静安寺延平路135号  ,31.2356281281,121.44707489
78,星月智汇湾,https://www.haozu.com/sh_xzl_3067/,3,150m²,南汇  周浦沈梅路123弄1～59号  ,2.2,2.76,周浦,6.0,120000m²,3.9,2,,120000,南汇  周浦沈梅路123弄1～59号  ,31.0981235504,121.58265686
79,联东u谷宝山国际企业港,https://www.haozu.com/sh_xzl_37746/,1,2393m²,宝山  罗泾罗宁路1288号  ,1.3,2.07,罗泾,,,,,,,宝山  罗泾罗宁路1288号  ,31.4602241516,121.347076416
80,智慧桥创意产业园,https://www.haozu.com/sh_xzl_4273/,1,91.3m²,虹口  广中路广灵四路116号  ,3.5,3.68,广中路,2.0,5000m²,3.5,2,上海凌鼎管理软件有限公司、上海成至建筑设计有限公司,5000,虹口  广中路广灵四路116号  ,31.2922725677,121.486587524
81,上企置业广场,https://www.haozu.com/sh_xzl_4933/,3,99 - 320m²,徐汇  漕河泾虹梅路1123号  ,3.83,4.78,漕河泾,4.0,,,1,,,徐汇  漕河泾虹梅路1123号  ,31.1660041809,121.409614563
82,同乐坊,https://www.haozu.com/sh_xzl_16712/,2,24 - 140m²,静安  江宁路余姚路14号  ,9.5,8.86,江宁路,12.0,22000m²,,2,企业名称：上海明量行国际贸易有限公司，所属行业：贸易/消费/制造/营运、企业名称：意大利ARAN办事处，所属行业：贸易/消费/制造/营运、企业名称：CLUB宝马会，所属行业：贸易/消费/制造/营运、企业名称：奥索卡，所属行业：贸易/消费/制造/营运、企业名称：第一财经，所属行业：会计/金融/银行/保险,22000,静安  江宁路余姚路14号  ,31.2426319122,121.450637817
83,东方慧谷,https://www.haozu.com/sh_xzl_4453/,36,78.8 - 2200m²,嘉定  新城宝安公路2999弄  ,2.0,2.07,新城,10.0,500000m²,5,2,,500000,嘉定  新城宝安公路2999弄  ,31.3394145966,121.298416138
84,鸿运大厦,https://www.haozu.com/sh_xzl_12498/,44,126.6 - 1537.6m²,普陀  武宁路武宁路501号  ,3.32,5.16,武宁路,31.0,50000m²,3.2,7,华鼎建筑装饰工程有限公司、上海杉俊纺织有限公司,50000,普陀  武宁路武宁路501号  ,31.2499866486,121.422264099
85,歆翱商务中心,https://www.haozu.com/sh_xzl_1971/,1,115m²,闵行  莘庄工业区银都西路350号  ,1.5,3.29,莘庄工业区,,300000m²,,2,,300000,闵行  莘庄工业区银都西路350号  ,31.0868721008,121.36882782
86,中暨大厦,https://www.haozu.com/sh_xzl_11277/,5,90 - 1400m²,嘉定  南翔槎溪路  ,2.82,2.0,南翔,20.0,54512m²,,,,54512,嘉定  南翔槎溪路  ,31.2988624573,121.320030212
87,骊湾88创意园,https://www.haozu.com/sh_xzl_2668/,1,120m²,浦东  三林杨新路88号  ,3.8,4.31,三林,6.0,15000m²,4.5,3,上海迈培包装机械有限公司、上海赛科进出口有限公司,15000,浦东  三林杨新路88号  ,31.1696853638,121.499252319
88,东泰大厦,https://www.haozu.com/sh_xzl_10830/,1,60m²,虹口  提篮桥塘沽路309号  ,3.3,7.99,提篮桥,,59000m²,2.4,2,,59000,虹口  提篮桥塘沽路309号  ,31.2536888123,121.495773315
89,中信广场,https://www.haozu.com/sh_xzl_1418/,66,148.5 - 1952.9m²,虹口  四川北路四川北路859号  ,8.93,6.6,四川北路,55.0,150000m²,4.1,18,纽科租赁有限公司上海办事处(专业服务/教育/培训)、上海广辉贸易(贸易/消费/制造/营运)、广东思科达教育(专业服务/教育/培训)、上海洁洁快运(物流/运输)、广州捷界物流(物流/运输),150000,虹口  四川北路四川北路859号  ,31.2540206909,121.49067688
90,星联科技园,https://www.haozu.com/sh_xzl_2439/,6,420 - 1694m²,徐汇  漕河泾虹梅路1535号  ,5.15,4.78,漕河泾,18.0,83965m²,3.5,4,企业名称：philips，所属行业：贸易/消费/制造/营运、企业名称：美莲凯，所属行业：贸易/消费/制造/营运、企业名称：上海鸿润科技有限公司，所属行业：计算机/互联网/通信/电子、企业名称：加圣光通信设备有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海美好数码科技有限公司，所属行业：计算机/互联网/通信/电子,83965,徐汇  漕河泾虹梅路1535号  ,31.169298172,121.407791138
91,来福士广场,https://www.haozu.com/sh_xzl_1670/,51,135 - 2400m²,黄浦  人民广场西藏中路268号  ,11.25,8.57,人民广场,8.0,87700m²,4,14,日本肥后银行股份有限公司上海代表处、美集物流运输(中国)有限公司、格兰富水泵（上海）办事处、长岳（上海）贸易、贝尔多食品销售、美国总统轮船有限公司、京都天华会计事务所,87700,黄浦  人民广场西藏中路268号  ,31.2383003235,121.483078003
92,梓坤科技园,https://www.haozu.com/sh_xzl_1302/,12,100 - 430m²,宝山  顾村沪太路5018号  ,1.84,2.11,顾村,15.0,40000m²,,,上海梓坤实业有限公司、博济科技园,40000,宝山  顾村沪太路5018号  ,31.3563404083,121.387809753
93,新虹桥商厦,https://www.haozu.com/sh_xzl_2605/,17,19 - 2044m²,长宁  仙霞新村娄山关路55号  ,6.0,7.31,仙霞新村,23.0,27000m²,3.3,4,国际贸易公司上海办事处,27000,长宁  仙霞新村娄山关路55号  ,31.2087974548,121.409210205
94,同普路1359创意园,https://www.haozu.com/sh_xzl_36719/,8,140 - 500m²,普陀  长征同普路1359号  ,3.48,5.04,长征,,,,,,,普陀  长征同普路1359号  ,31.239074707,121.373962402
95,鸿海大厦,https://www.haozu.com/sh_xzl_5040/,40,93.5 - 872.3m²,普陀  真如真北路2167号  ,4.21,4.38,真如,27.0,35000m²,3.5,4,,35000,普陀  真如真北路2167号  ,31.2593002319,121.398010254
96,君子兰商务楼,https://www.haozu.com/sh_xzl_11331/,3,89 - 245m²,静安  曹家渡长宁路1251号4楼  ,5.0,5.61,曹家渡,26.0,6100m²,,,,6100,静安  曹家渡长宁路1251号4楼  ,31.2231960297,121.419616699
97,上海晶碧产业园,https://www.haozu.com/sh_xzl_1616/,3,192 - 1511m²,闵行  颛桥都会路1999号2059号	  ,1.63,2.03,颛桥,5.0,63000m²,4.5,1,,63000,闵行  颛桥都会路1999号2059号	  ,31.0714817047,121.425437927
98,华泰中心,https://www.haozu.com/sh_xzl_32467/,19,150 - 1950m²,嘉定  江桥金运路355号（金运路与...  ,3.73,9.86,江桥,,,,,,,嘉定  江桥金运路355号（金运路与...  ,31.2442684174,121.326568604
99,齐成晟园,https://www.haozu.com/sh_xzl_1263/,10,48 - 98m²,宝山  大场真大路456号  ,2.87,2.79,大场,10.0,10318m²,4.9,2,,10318,宝山  大场真大路456号  ,31.3002719879,121.412666321
